recommendation_id,client_id,detected_at,recommendation_type,title,target_platform,target_campaign_id,evidence_summary,supporting_benchmark_id,expected_weekly_savings,expected_roas_lift_pct,confidence_score,risk_level,decision_required,status
REC_0000000940,CL_0048,2026-03-26 04:36:35,Audience Exclusion,Audience Exclusion: Pause Low ROAS Adset,Google,GC_00000585,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000067,699.99,0.1219,0.6492,Low,human_approval,new
REC_0000000941,CL_0048,2026-04-26 12:23:46,Benchmark Alert,Benchmark Alert: Tighten Brand Search Exclusions,Meta,MC_00000579,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000017,85.52,0.1063,0.7872,Low,auto_execute_allowed,new
REC_0000000942,CL_0048,2026-05-17 09:46:20,Campaign Pause,Campaign Pause: Reduce Budget,Google,GC_00000586,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000031,96.17,0.0697,0.7781,Medium,auto_execute_allowed,needs_more_evidence
REC_0000000943,CL_0048,2026-05-22 00:10:04,Budget Shift,Budget Shift: Increase Budget,Meta,MC_00000580,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000001,398.39,0.0607,0.8183,Medium,auto_execute_allowed,new
REC_0000000944,CL_0049,2026-04-30 12:29:20,Audience Exclusion,Audience Exclusion: Exclude Recent Buyers,Google,GC_00000602,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000027,1749.42,0.1229,0.7074,Medium,human_approval,executed
REC_0000000945,CL_0049,2026-03-22 09:50:57,Audience Refresh,Audience Refresh: Suppress Email Converters,Meta,MC_00000591,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000074,5201.91,0.0796,0.6612,High,human_approval,executed
REC_0000000946,CL_0049,2026-04-09 02:42:52,Budget Shift,Budget Shift: Increase Budget,Meta,MC_00000593,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000021,504.49,0.1136,0.9290,Medium,auto_execute_allowed,executed
REC_0000000947,CL_0049,2026-05-08 02:45:04,Tracking Fix,Tracking Fix: Suppress Email Converters,Meta,MC_00000594,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000204,2466.69,0.1223,0.7056,High,human_approval,dismissed
REC_0000000948,CL_0049,2026-05-23 16:40:27,Tracking Fix,Tracking Fix: Split Retargeting Window,Google,GC_00000602,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000144,1013.58,0.1482,0.7405,Low,auto_execute_allowed,new
REC_0000000949,CL_0049,2026-03-12 09:21:13,Audience Exclusion,Audience Exclusion: Exclude Recent Buyers,Meta,MC_00000593,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000214,692.81,0.1154,0.7251,Medium,auto_execute_allowed,dismissed
REC_0000000950,CL_0049,2026-04-24 15:02:58,Benchmark Alert,Benchmark Alert: Refresh Fatigued Audience,Meta,MC_00000593,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000058,4142.83,0.0711,0.7267,Medium,human_approval,approved
REC_0000000951,CL_0049,2026-05-30 17:13:17,Audience Refresh,Audience Refresh: Reduce Budget,Google,GC_00000599,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000246,5252.79,0.0979,0.5212,Low,human_approval,approved
REC_0000000952,CL_0049,2026-03-22 12:50:17,Benchmark Alert,Benchmark Alert: Create Lookalike from High LTV,Meta,MC_00000591,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000287,4346.96,0.0723,0.8317,High,human_approval,executed
REC_0000000953,CL_0049,2026-04-15 04:44:55,Audience Refresh,Audience Refresh: Create Lookalike from High LTV,Google,GC_00000595,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000259,263.08,0.1108,0.7056,Medium,human_approval,approved
REC_0000000954,CL_0049,2026-03-28 14:46:05,Budget Shift,Budget Shift: Split Retargeting Window,Google,GC_00000599,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000221,4688.77,0.0899,0.8740,Low,human_approval,executed
REC_0000000955,CL_0049,2026-06-08 22:30:58,Campaign Pause,Campaign Pause: Suppress Email Converters,Meta,MC_00000594,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000192,476.41,0.1167,0.6797,Medium,human_approval,new
REC_0000000956,CL_0049,2026-06-04 14:12:04,Campaign Pause,Campaign Pause: Tighten Brand Search Exclusions,Meta,MC_00000591,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000103,1126.66,0.1189,0.8832,Medium,auto_execute_allowed,executed
REC_0000000957,CL_0049,2026-04-19 22:41:14,Tracking Fix,Tracking Fix: Reduce Budget,Google,GC_00000600,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000005,2366.62,0.0819,0.6738,High,human_approval,executed
REC_0000000958,CL_0049,2026-04-28 16:07:07,Tracking Fix,Tracking Fix: Pause Low ROAS Adset,Google,GC_00000596,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000086,5833.95,0.1585,0.6189,High,human_approval,executed
REC_0000000959,CL_0049,2026-05-05 09:49:00,Audience Exclusion,Audience Exclusion: Reduce Budget,Google,GC_00000599,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000015,1276.96,0.1009,0.7789,Low,auto_execute_allowed,executed
REC_0000000960,CL_0049,2026-04-23 17:24:08,Audience Exclusion,Audience Exclusion: Refresh Fatigued Audience,Google,GC_00000601,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000265,4775.33,0.1513,0.5443,Medium,human_approval,approved
REC_0000000961,CL_0049,2026-04-30 00:42:04,Audience Exclusion,Audience Exclusion: Reduce Budget,Google,GC_00000601,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000294,4562.50,0.1517,0.8420,Medium,human_approval,new
REC_0000000962,CL_0049,2026-03-28 18:26:28,Tracking Fix,Tracking Fix: Increase Budget,Google,GC_00000596,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000027,3816.15,0.0468,0.7108,Medium,human_approval,needs_more_evidence
REC_0000000963,CL_0049,2026-06-08 04:09:12,Benchmark Alert,Benchmark Alert: Pause Low ROAS Adset,Google,GC_00000595,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000058,4747.53,0.0952,0.6712,Medium,human_approval,new
REC_0000000964,CL_0049,2026-03-30 19:44:31,Campaign Pause,Campaign Pause: Create Lookalike from High LTV,Meta,MC_00000591,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000045,5074.53,0.0860,0.6351,High,human_approval,new
REC_0000000965,CL_0049,2026-05-29 19:43:57,Tracking Fix,Tracking Fix: Pause Low ROAS Adset,Meta,MC_00000594,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000135,2753.21,0.1548,0.5963,Medium,human_approval,new
REC_0000000966,CL_0049,2026-03-26 19:22:09,Audience Refresh,Audience Refresh: Reduce Budget,Meta,MC_00000594,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000169,5461.34,0.1314,0.5968,Medium,human_approval,executed
REC_0000000967,CL_0049,2026-04-26 07:26:37,Audience Refresh,Audience Refresh: Tighten Brand Search Exclusions,Google,GC_00000600,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000295,4754.75,0.1111,0.9333,Low,human_approval,dismissed
REC_0000000968,CL_0049,2026-05-23 20:45:15,Campaign Pause,Campaign Pause: Refresh Fatigued Audience,Google,GC_00000596,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000038,1465.72,0.0863,0.6084,Low,human_approval,new
REC_0000000969,CL_0049,2026-04-18 12:30:52,Campaign Pause,Campaign Pause: Reduce Budget,Meta,MC_00000592,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000291,2232.45,0.1023,0.8628,Medium,auto_execute_allowed,approved
REC_0000000970,CL_0049,2026-03-16 05:30:01,Benchmark Alert,Benchmark Alert: Reduce Budget,Google,GC_00000598,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000156,3551.35,0.0770,0.5845,Medium,human_approval,new
REC_0000000971,CL_0049,2026-06-04 04:53:22,Tracking Fix,Tracking Fix: Split Retargeting Window,Google,GC_00000599,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000200,3961.85,0.1087,0.8268,Medium,human_approval,executed
REC_0000000972,CL_0050,2026-03-16 17:08:29,Audience Refresh,Audience Refresh: Tighten Brand Search Exclusions,Meta,MC_00000604,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000159,1526.68,0.1032,0.6872,Low,human_approval,executed
REC_0000000973,CL_0050,2026-03-27 06:54:26,Budget Shift,Budget Shift: Pause Low ROAS Adset,Google,GC_00000609,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000036,2614.34,0.0359,0.6272,Medium,human_approval,approved
REC_0000000974,CL_0050,2026-04-22 03:39:26,Audience Exclusion,Audience Exclusion: Fix Tracking Gap,Google,GC_00000612,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000017,1314.27,0.1392,0.7751,Medium,auto_execute_allowed,new
REC_0000000975,CL_0050,2026-03-22 17:50:46,Campaign Pause,Campaign Pause: Fix Tracking Gap,Meta,MC_00000607,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000180,3580.43,0.0639,0.7745,Low,human_approval,executed
REC_0000000976,CL_0050,2026-04-18 11:35:54,Budget Shift,Budget Shift: Exclude Recent Buyers,Google,GC_00000611,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000257,2249.53,0.0642,0.8659,High,human_approval,dismissed
REC_0000000977,CL_0050,2026-05-21 22:14:53,Tracking Fix,Tracking Fix: Increase Budget,Google,GC_00000611,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000142,2684.93,0.0481,0.7052,Low,human_approval,needs_more_evidence
REC_0000000978,CL_0050,2026-04-03 00:24:47,Audience Exclusion,Audience Exclusion: Increase Budget,Google,GC_00000611,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000292,2887.44,0.0345,0.5676,Medium,human_approval,new
REC_0000000979,CL_0050,2026-03-26 20:00:13,Campaign Pause,Campaign Pause: Pause Low ROAS Adset,Google,GC_00000611,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000235,549.71,0.1220,0.7287,Low,auto_execute_allowed,approved
REC_0000000980,CL_0050,2026-04-02 19:56:09,Campaign Pause,Campaign Pause: Split Retargeting Window,Meta,MC_00000605,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000078,815.72,0.1031,0.8999,Medium,auto_execute_allowed,new
REC_0000000981,CL_0050,2026-04-19 00:57:59,Campaign Pause,Campaign Pause: Suppress Email Converters,Google,GC_00000609,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000075,259.23,0.1059,0.5259,Low,human_approval,needs_more_evidence
REC_0000000982,CL_0050,2026-04-01 15:38:32,Benchmark Alert,Benchmark Alert: Fix Tracking Gap,Google,GC_00000608,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000212,2093.92,0.1042,0.8515,High,human_approval,executed
REC_0000000983,CL_0050,2026-04-16 17:35:09,Budget Shift,Budget Shift: Suppress Email Converters,Google,GC_00000613,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000143,2851.67,0.0445,0.5900,Low,human_approval,new
REC_0000000984,CL_0050,2026-03-29 13:27:29,Audience Exclusion,Audience Exclusion: Reduce Budget,Google,GC_00000611,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000203,3827.61,0.0366,0.7207,High,human_approval,dismissed
REC_0000000985,CL_0050,2026-04-10 11:29:13,Budget Shift,Budget Shift: Increase Budget,Google,GC_00000613,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000060,557.99,0.0635,0.5470,Medium,human_approval,approved
REC_0000000986,CL_0050,2026-05-18 11:10:03,Budget Shift,Budget Shift: Create Lookalike from High LTV,Meta,MC_00000607,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000022,581.03,0.0353,0.9039,Low,auto_execute_allowed,needs_more_evidence
REC_0000000987,CL_0050,2026-04-08 20:28:57,Campaign Pause,Campaign Pause: Reduce Budget,Meta,MC_00000607,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000193,1167.36,0.0882,0.7739,Low,auto_execute_allowed,new
REC_0000000988,CL_0050,2026-03-27 14:48:28,Campaign Pause,Campaign Pause: Reduce Budget,Google,GC_00000609,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000188,122.76,0.1095,0.9053,Medium,auto_execute_allowed,new
REC_0000000989,CL_0050,2026-04-30 08:38:09,Budget Shift,Budget Shift: Exclude Recent Buyers,Google,GC_00000608,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000089,3534.31,0.0335,0.7046,Low,human_approval,approved
REC_0000000990,CL_0050,2026-04-18 21:11:37,Budget Shift,Budget Shift: Tighten Brand Search Exclusions,Google,GC_00000609,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000150,3782.32,0.1349,0.5377,Low,human_approval,needs_more_evidence
REC_0000000991,CL_0051,2026-06-02 01:51:14,Tracking Fix,Tracking Fix: Tighten Brand Search Exclusions,Google,GC_00000625,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000222,3380.92,0.0725,0.6428,High,human_approval,needs_more_evidence
REC_0000000992,CL_0051,2026-04-10 04:33:24,Campaign Pause,Campaign Pause: Tighten Brand Search Exclusions,Meta,MC_00000617,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000086,211.38,0.0277,0.6104,Low,human_approval,approved
REC_0000000993,CL_0051,2026-04-26 18:00:34,Campaign Pause,Campaign Pause: Split Retargeting Window,Meta,MC_00000615,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000032,2280.98,0.0545,0.5507,Low,human_approval,new
REC_0000000994,CL_0051,2026-04-28 04:49:19,Campaign Pause,Campaign Pause: Refresh Fatigued Audience,Google,GC_00000623,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000280,1099.54,0.0783,0.8168,High,human_approval,executed
REC_0000000995,CL_0051,2026-04-14 16:19:37,Campaign Pause,Campaign Pause: Fix Tracking Gap,Google,GC_00000625,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000043,5324.84,0.1462,0.6797,Low,human_approval,new
REC_0000000996,CL_0051,2026-04-16 04:20:00,Audience Refresh,Audience Refresh: Tighten Brand Search Exclusions,Google,GC_00000624,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000114,3650.59,0.0518,0.7812,High,human_approval,approved
REC_0000000997,CL_0051,2026-04-29 09:14:59,Tracking Fix,Tracking Fix: Exclude Recent Buyers,Meta,MC_00000618,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000018,4489.29,0.0989,0.6670,Medium,human_approval,approved
REC_0000000998,CL_0051,2026-04-23 10:50:42,Budget Shift,Budget Shift: Tighten Brand Search Exclusions,Meta,MC_00000621,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000024,2395.67,0.0597,0.6258,Low,human_approval,executed
REC_0000000999,CL_0051,2026-05-21 19:57:27,Campaign Pause,Campaign Pause: Reduce Budget,Google,GC_00000628,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000146,1250.93,0.1471,0.6258,Medium,human_approval,dismissed
REC_0000001000,CL_0051,2026-05-09 05:14:26,Benchmark Alert,Benchmark Alert: Fix Tracking Gap,Google,GC_00000625,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000012,3647.38,0.1025,0.8458,Low,human_approval,approved
REC_0000001001,CL_0052,2026-04-25 04:51:46,Audience Exclusion,Audience Exclusion: Reduce Budget,Meta,MC_00000634,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000065,1369.42,0.1273,0.6780,Medium,human_approval,executed
REC_0000001002,CL_0052,2026-03-28 22:05:05,Benchmark Alert,Benchmark Alert: Exclude Recent Buyers,Meta,MC_00000631,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000294,5272.17,0.0681,0.6176,Low,human_approval,executed
REC_0000001003,CL_0052,2026-05-14 05:56:49,Tracking Fix,Tracking Fix: Split Retargeting Window,Google,GC_00000640,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000046,2091.24,0.1465,0.8679,Medium,auto_execute_allowed,executed
REC_0000001004,CL_0052,2026-04-24 02:50:09,Campaign Pause,Campaign Pause: Create Lookalike from High LTV,Meta,MC_00000634,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000001,7861.10,0.0855,0.9338,Medium,human_approval,needs_more_evidence
REC_0000001005,CL_0052,2026-03-21 15:42:22,Audience Refresh,Audience Refresh: Increase Budget,Meta,MC_00000631,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000263,3691.50,0.0721,0.6121,Medium,human_approval,executed
REC_0000001006,CL_0052,2026-03-19 14:12:33,Tracking Fix,Tracking Fix: Increase Budget,Meta,MC_00000630,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000134,7506.59,0.1223,0.7607,Medium,human_approval,executed
REC_0000001007,CL_0052,2026-06-08 17:37:50,Campaign Pause,Campaign Pause: Suppress Email Converters,Meta,MC_00000634,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000032,488.34,0.0578,0.7927,Low,auto_execute_allowed,new
REC_0000001008,CL_0052,2026-05-18 21:25:38,Audience Exclusion,Audience Exclusion: Split Retargeting Window,Meta,MC_00000629,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000160,5592.79,0.1577,0.7915,Low,human_approval,dismissed
REC_0000001009,CL_0052,2026-03-13 08:53:28,Benchmark Alert,Benchmark Alert: Tighten Brand Search Exclusions,Google,GC_00000638,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000285,1616.84,0.1024,0.8774,Low,auto_execute_allowed,needs_more_evidence
REC_0000001010,CL_0052,2026-04-20 06:22:40,Audience Exclusion,Audience Exclusion: Pause Low ROAS Adset,Meta,MC_00000635,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000243,3503.35,0.1035,0.8522,High,human_approval,executed
REC_0000001011,CL_0052,2026-05-30 05:34:59,Audience Exclusion,Audience Exclusion: Create Lookalike from High LTV,Google,GC_00000639,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000231,3084.04,0.0752,0.6264,High,human_approval,new
REC_0000001012,CL_0052,2026-04-11 19:54:06,Audience Exclusion,Audience Exclusion: Suppress Email Converters,Meta,MC_00000632,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000199,6024.99,0.1587,0.6630,Medium,human_approval,new
REC_0000001013,CL_0052,2026-04-14 11:39:53,Budget Shift,Budget Shift: Pause Low ROAS Adset,Google,GC_00000639,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000246,233.55,0.0553,0.7511,High,human_approval,needs_more_evidence
REC_0000001014,CL_0052,2026-04-02 07:26:51,Audience Exclusion,Audience Exclusion: Fix Tracking Gap,Google,GC_00000641,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000022,6328.59,0.1230,0.8956,High,human_approval,needs_more_evidence
REC_0000001015,CL_0052,2026-06-07 01:19:51,Benchmark Alert,Benchmark Alert: Create Lookalike from High LTV,Google,GC_00000640,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000001,1566.62,0.1228,0.7829,Medium,auto_execute_allowed,new
REC_0000001016,CL_0052,2026-06-05 01:12:44,Tracking Fix,Tracking Fix: Create Lookalike from High LTV,Meta,MC_00000631,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000117,3716.56,0.0327,0.6027,High,human_approval,new
REC_0000001017,CL_0052,2026-04-17 08:04:27,Tracking Fix,Tracking Fix: Create Lookalike from High LTV,Meta,MC_00000632,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000285,2248.24,0.1423,0.5704,Low,human_approval,needs_more_evidence
REC_0000001018,CL_0052,2026-04-25 06:10:42,Campaign Pause,Campaign Pause: Refresh Fatigued Audience,Meta,MC_00000634,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000270,3468.66,0.0814,0.9254,Low,human_approval,new
REC_0000001019,CL_0052,2026-05-06 18:59:55,Budget Shift,Budget Shift: Refresh Fatigued Audience,Meta,MC_00000631,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000169,5699.32,0.1363,0.6432,Low,human_approval,executed
REC_0000001020,CL_0052,2026-05-01 03:48:51,Campaign Pause,Campaign Pause: Reduce Budget,Google,GC_00000643,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000123,7630.59,0.1592,0.8804,Low,human_approval,new
REC_0000001021,CL_0052,2026-04-17 23:17:15,Budget Shift,Budget Shift: Split Retargeting Window,Google,GC_00000643,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000278,5107.97,0.0464,0.8369,High,human_approval,dismissed
REC_0000001022,CL_0052,2026-06-04 12:09:25,Budget Shift,Budget Shift: Increase Budget,Meta,MC_00000631,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000295,3104.69,0.0941,0.5740,High,human_approval,approved
REC_0000001023,CL_0052,2026-03-23 02:10:14,Benchmark Alert,Benchmark Alert: Increase Budget,Google,GC_00000642,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000032,6886.02,0.0480,0.5733,Low,human_approval,new
REC_0000001024,CL_0052,2026-06-01 14:31:59,Campaign Pause,Campaign Pause: Reduce Budget,Meta,MC_00000631,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000025,2859.12,0.0223,0.8045,Low,human_approval,new
REC_0000001025,CL_0052,2026-03-18 18:14:36,Budget Shift,Budget Shift: Split Retargeting Window,Google,GC_00000643,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000271,4512.86,0.1386,0.5978,Low,human_approval,executed
REC_0000001026,CL_0053,2026-04-07 14:56:16,Benchmark Alert,Benchmark Alert: Create Lookalike from High LTV,Meta,MC_00000648,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000181,298.00,0.0648,0.8598,Low,auto_execute_allowed,dismissed
REC_0000001027,CL_0053,2026-03-12 22:25:09,Audience Refresh,Audience Refresh: Create Lookalike from High LTV,Meta,MC_00000648,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000081,5767.35,0.1142,0.6373,Medium,human_approval,needs_more_evidence
REC_0000001028,CL_0053,2026-03-19 09:20:44,Campaign Pause,Campaign Pause: Fix Tracking Gap,Google,GC_00000654,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000180,4931.15,0.1095,0.9372,Medium,human_approval,executed
REC_0000001029,CL_0053,2026-04-30 05:48:55,Audience Refresh,Audience Refresh: Create Lookalike from High LTV,Meta,MC_00000647,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000163,2083.32,0.0916,0.6989,Medium,human_approval,executed
REC_0000001030,CL_0053,2026-04-28 23:46:53,Budget Shift,Budget Shift: Split Retargeting Window,Google,GC_00000650,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000068,5673.84,0.1008,0.5245,Low,human_approval,executed
REC_0000001031,CL_0053,2026-05-25 21:57:55,Budget Shift,Budget Shift: Reduce Budget,Google,GC_00000650,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000006,2340.54,0.0605,0.8343,High,human_approval,approved
REC_0000001032,CL_0053,2026-04-23 12:24:42,Audience Exclusion,Audience Exclusion: Reduce Budget,Google,GC_00000654,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000102,1655.86,0.0687,0.7893,Medium,auto_execute_allowed,executed
REC_0000001033,CL_0053,2026-05-14 06:17:51,Benchmark Alert,Benchmark Alert: Create Lookalike from High LTV,Meta,MC_00000648,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000112,5663.47,0.0237,0.9154,Low,human_approval,new
REC_0000001034,CL_0053,2026-04-02 16:22:25,Benchmark Alert,Benchmark Alert: Tighten Brand Search Exclusions,Meta,MC_00000649,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000044,3721.85,0.0701,0.7531,High,human_approval,new
REC_0000001035,CL_0053,2026-05-24 08:38:02,Tracking Fix,Tracking Fix: Increase Budget,Meta,MC_00000646,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000175,222.66,0.1035,0.8392,High,human_approval,approved
