optimization_id,client_id,created_at,agent_name,action_type,target_platform,target_campaign_id,reason,expected_impact_pct,confidence_score,risk_level,status,approved_by,actual_impact_pct,rollback_flag,evidence_refs
OPT_0000002411,CL_0049,2026-03-13 08:40:26,Pattern Miner,Fix Tracking Gap,Google,GC_00000601,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1269,0.8554,Low,Executed,auto_policy,0.0963,false,"[""sql:ad_performance_daily:1539"", ""rag:benchmark:229""]"
OPT_0000002412,CL_0049,2026-05-07 22:54:03,Pattern Miner,Fix Tracking Gap,Google,GC_00000597,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0386,0.8131,Medium,Executed,,0.1049,false,"[""sql:ad_performance_daily:2185"", ""rag:benchmark:315""]"
OPT_0000002413,CL_0049,2026-05-14 15:58:24,Risk Guardrail,Increase Budget,Google,GC_00000600,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0491,0.6823,High,Executed,client_admin,0.0392,false,"[""sql:ad_performance_daily:2516"", ""rag:benchmark:222""]"
OPT_0000002414,CL_0049,2026-06-04 00:13:43,Action Executor,Split Retargeting Window,Google,GC_00000600,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1631,0.6360,Medium,Rejected,,,false,"[""sql:ad_performance_daily:2434"", ""rag:benchmark:343""]"
OPT_0000002415,CL_0049,2026-03-24 10:41:54,Action Executor,Reduce Budget,Meta,MC_00000593,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1273,0.4850,High,Executed,auto_policy,0.1031,false,"[""sql:ad_performance_daily:6096"", ""rag:benchmark:230""]"
OPT_0000002416,CL_0049,2026-05-09 12:50:30,Data Scout,Reduce Budget,Meta,MC_00000591,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1188,0.7551,Medium,Rolled Back,,0.1601,true,"[""sql:ad_performance_daily:5745"", ""rag:benchmark:12""]"
OPT_0000002417,CL_0049,2026-03-22 12:03:57,Action Executor,Tighten Brand Search Exclusions,Google,GC_00000599,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0329,0.4751,Low,Pending Review,,,false,"[""sql:ad_performance_daily:6214"", ""rag:benchmark:85""]"
OPT_0000002418,CL_0049,2026-04-24 09:36:48,Data Scout,Increase Budget,Google,GC_00000595,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0421,0.5801,High,Approved,auto_policy,,false,"[""sql:ad_performance_daily:2756"", ""rag:benchmark:261""]"
OPT_0000002419,CL_0049,2026-04-14 23:34:45,Recommendation Engine,Tighten Brand Search Exclusions,Meta,MC_00000594,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0399,0.6728,Low,Executed,auto_policy,0.0684,false,"[""sql:ad_performance_daily:546"", ""rag:benchmark:255""]"
OPT_0000002420,CL_0049,2026-03-19 20:45:34,Data Scout,Fix Tracking Gap,Meta,MC_00000593,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1304,0.8495,High,Pending Review,,,false,"[""sql:ad_performance_daily:7018"", ""rag:benchmark:490""]"
OPT_0000002421,CL_0049,2026-05-30 12:41:27,Pattern Miner,Increase Budget,Meta,MC_00000591,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1054,0.7162,Medium,Executed,,0.1035,false,"[""sql:ad_performance_daily:8463"", ""rag:benchmark:177""]"
OPT_0000002422,CL_0049,2026-05-20 19:53:18,Recommendation Engine,Split Retargeting Window,Meta,MC_00000591,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1105,0.6474,Low,Generated,,,false,"[""sql:ad_performance_daily:4806"", ""rag:benchmark:417""]"
OPT_0000002423,CL_0049,2026-03-29 06:48:08,Recommendation Engine,Fix Tracking Gap,Google,GC_00000600,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0998,0.6093,High,Rejected,,,false,"[""sql:ad_performance_daily:949"", ""rag:benchmark:424""]"
OPT_0000002424,CL_0049,2026-05-17 22:22:50,Recommendation Engine,Refresh Fatigued Audience,Google,GC_00000596,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0368,0.5438,Medium,Executed,client_admin,0.0798,false,"[""sql:ad_performance_daily:2361"", ""rag:benchmark:300""]"
OPT_0000002425,CL_0049,2026-05-30 17:10:09,Recommendation Engine,Fix Tracking Gap,Google,GC_00000597,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1307,0.8542,Medium,Approved,,,false,"[""sql:ad_performance_daily:8783"", ""rag:benchmark:242""]"
OPT_0000002426,CL_0049,2026-03-17 01:31:02,Recommendation Engine,Fix Tracking Gap,Meta,MC_00000591,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1726,0.8673,Low,Rejected,,,false,"[""sql:ad_performance_daily:2386"", ""rag:benchmark:378""]"
OPT_0000002427,CL_0049,2026-04-15 01:30:44,Pattern Miner,Create Lookalike from High LTV,Google,GC_00000600,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0458,0.8739,Low,Rejected,,,false,"[""sql:ad_performance_daily:3468"", ""rag:benchmark:16""]"
OPT_0000002428,CL_0049,2026-04-14 10:14:43,Pattern Miner,Refresh Fatigued Audience,Google,GC_00000598,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0841,0.5684,High,Approved,,,false,"[""sql:ad_performance_daily:8935"", ""rag:benchmark:336""]"
OPT_0000002429,CL_0049,2026-03-30 18:50:30,Recommendation Engine,Suppress Email Converters,Google,GC_00000599,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1765,0.6551,High,Generated,,,false,"[""sql:ad_performance_daily:3439"", ""rag:benchmark:460""]"
OPT_0000002430,CL_0049,2026-06-03 07:58:49,Pattern Miner,Split Retargeting Window,Google,GC_00000596,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1151,0.7282,Low,Executed,human_ops,0.1456,false,"[""sql:ad_performance_daily:9693"", ""rag:benchmark:263""]"
OPT_0000002431,CL_0050,2026-06-03 23:05:46,Recommendation Engine,Exclude Recent Buyers,Google,GC_00000611,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0737,0.7875,Low,Rejected,,,false,"[""sql:ad_performance_daily:9136"", ""rag:benchmark:143""]"
OPT_0000002432,CL_0050,2026-04-13 16:06:45,Recommendation Engine,Refresh Fatigued Audience,Meta,MC_00000607,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1002,0.7820,High,Executed,client_admin,0.0724,false,"[""sql:ad_performance_daily:4994"", ""rag:benchmark:215""]"
OPT_0000002433,CL_0050,2026-05-18 09:00:27,Action Executor,Fix Tracking Gap,Meta,MC_00000604,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0696,0.8092,Medium,Approved,auto_policy,,false,"[""sql:ad_performance_daily:7306"", ""rag:benchmark:475""]"
OPT_0000002434,CL_0050,2026-03-12 20:37:41,Recommendation Engine,Increase Budget,Meta,MC_00000605,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1595,0.7311,High,Executed,auto_policy,0.0945,false,"[""sql:ad_performance_daily:1811"", ""rag:benchmark:331""]"
OPT_0000002435,CL_0050,2026-03-21 22:01:54,Data Scout,Create Lookalike from High LTV,Google,GC_00000614,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1732,0.7623,Low,Executed,,0.2067,false,"[""sql:ad_performance_daily:3905"", ""rag:benchmark:55""]"
OPT_0000002436,CL_0050,2026-04-11 08:15:59,Data Scout,Pause Low ROAS Adset,Google,GC_00000612,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0338,0.8035,Low,Executed,,0.0776,false,"[""sql:ad_performance_daily:3815"", ""rag:benchmark:117""]"
OPT_0000002437,CL_0050,2026-03-14 20:54:35,Risk Guardrail,Reduce Budget,Google,GC_00000609,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1083,0.6044,High,Approved,client_admin,,false,"[""sql:ad_performance_daily:4417"", ""rag:benchmark:33""]"
OPT_0000002438,CL_0050,2026-06-07 19:17:53,Pattern Miner,Create Lookalike from High LTV,Meta,MC_00000607,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1443,0.6538,Medium,Approved,auto_policy,,false,"[""sql:ad_performance_daily:9142"", ""rag:benchmark:279""]"
OPT_0000002439,CL_0050,2026-04-22 05:56:25,Risk Guardrail,Pause Low ROAS Adset,Meta,MC_00000603,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1431,0.7350,Low,Pending Review,,,false,"[""sql:ad_performance_daily:5394"", ""rag:benchmark:55""]"
OPT_0000002440,CL_0050,2026-04-04 02:17:12,Data Scout,Reduce Budget,Meta,MC_00000603,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1144,0.5831,Low,Approved,client_admin,,false,"[""sql:ad_performance_daily:3451"", ""rag:benchmark:307""]"
OPT_0000002441,CL_0050,2026-03-26 19:35:16,Pattern Miner,Create Lookalike from High LTV,Google,GC_00000614,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1270,0.5211,Low,Executed,human_ops,0.0919,false,"[""sql:ad_performance_daily:7871"", ""rag:benchmark:484""]"
OPT_0000002442,CL_0050,2026-05-11 23:32:31,Pattern Miner,Reduce Budget,Google,GC_00000611,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1737,0.7080,Medium,Executed,auto_policy,0.2202,false,"[""sql:ad_performance_daily:6507"", ""rag:benchmark:93""]"
OPT_0000002443,CL_0050,2026-05-09 10:22:17,Risk Guardrail,Create Lookalike from High LTV,Google,GC_00000610,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0466,0.9700,Low,Pending Review,,,false,"[""sql:ad_performance_daily:8536"", ""rag:benchmark:26""]"
OPT_0000002444,CL_0050,2026-05-26 07:59:18,Data Scout,Exclude Recent Buyers,Google,GC_00000611,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1490,0.8383,Low,Approved,client_admin,,false,"[""sql:ad_performance_daily:337"", ""rag:benchmark:133""]"
OPT_0000002445,CL_0050,2026-04-28 17:54:16,Recommendation Engine,Suppress Email Converters,Google,GC_00000614,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1317,0.6125,Low,Pending Review,,,false,"[""sql:ad_performance_daily:2415"", ""rag:benchmark:456""]"
OPT_0000002446,CL_0050,2026-05-27 16:14:24,Pattern Miner,Tighten Brand Search Exclusions,Google,GC_00000612,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1150,0.4801,Medium,Approved,auto_policy,,false,"[""sql:ad_performance_daily:8568"", ""rag:benchmark:56""]"
OPT_0000002447,CL_0050,2026-05-10 05:14:55,Risk Guardrail,Tighten Brand Search Exclusions,Google,GC_00000614,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1706,0.6336,Medium,Executed,human_ops,0.1524,false,"[""sql:ad_performance_daily:5673"", ""rag:benchmark:176""]"
OPT_0000002448,CL_0050,2026-03-12 10:54:32,Action Executor,Reduce Budget,Meta,MC_00000606,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0529,0.6447,Medium,Rejected,,,false,"[""sql:ad_performance_daily:3400"", ""rag:benchmark:148""]"
OPT_0000002449,CL_0050,2026-05-29 15:17:11,Pattern Miner,Pause Low ROAS Adset,Google,GC_00000612,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1703,0.7049,Medium,Executed,client_admin,0.2111,false,"[""sql:ad_performance_daily:9470"", ""rag:benchmark:149""]"
OPT_0000002450,CL_0050,2026-05-12 22:27:53,Pattern Miner,Increase Budget,Meta,MC_00000603,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0636,0.8424,Low,Rejected,,,false,"[""sql:ad_performance_daily:5046"", ""rag:benchmark:432""]"
OPT_0000002451,CL_0050,2026-05-30 20:18:50,Pattern Miner,Fix Tracking Gap,Meta,MC_00000603,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1185,0.6544,Low,Approved,auto_policy,,false,"[""sql:ad_performance_daily:1936"", ""rag:benchmark:264""]"
OPT_0000002452,CL_0050,2026-05-08 00:23:54,Risk Guardrail,Reduce Budget,Google,GC_00000612,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0648,0.6198,Low,Rejected,,,false,"[""sql:ad_performance_daily:5289"", ""rag:benchmark:57""]"
OPT_0000002453,CL_0050,2026-04-30 18:57:44,Risk Guardrail,Exclude Recent Buyers,Google,GC_00000614,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1120,0.7777,Low,Pending Review,,,false,"[""sql:ad_performance_daily:8897"", ""rag:benchmark:159""]"
OPT_0000002454,CL_0050,2026-03-31 10:30:18,Action Executor,Reduce Budget,Meta,MC_00000607,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1009,0.6430,Low,Pending Review,,,false,"[""sql:ad_performance_daily:7047"", ""rag:benchmark:142""]"
OPT_0000002455,CL_0050,2026-05-29 22:27:22,Data Scout,Create Lookalike from High LTV,Google,GC_00000612,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1094,0.6434,Low,Executed,,0.1557,false,"[""sql:ad_performance_daily:3734"", ""rag:benchmark:19""]"
OPT_0000002456,CL_0050,2026-04-17 21:03:34,Pattern Miner,Reduce Budget,Google,GC_00000613,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0790,0.7936,Low,Executed,auto_policy,0.0608,false,"[""sql:ad_performance_daily:8117"", ""rag:benchmark:306""]"
OPT_0000002457,CL_0050,2026-05-31 05:28:58,Data Scout,Fix Tracking Gap,Meta,MC_00000607,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0654,0.6728,Low,Executed,,0.0548,false,"[""sql:ad_performance_daily:1727"", ""rag:benchmark:413""]"
OPT_0000002458,CL_0050,2026-04-21 03:01:10,Action Executor,Split Retargeting Window,Meta,MC_00000604,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0723,0.6247,Medium,Executed,,0.0894,false,"[""sql:ad_performance_daily:1441"", ""rag:benchmark:185""]"
OPT_0000002459,CL_0050,2026-03-28 08:51:05,Action Executor,Refresh Fatigued Audience,Google,GC_00000610,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0577,0.6696,High,Executed,client_admin,0.0684,false,"[""sql:ad_performance_daily:5392"", ""rag:benchmark:445""]"
OPT_0000002460,CL_0050,2026-05-08 12:12:50,Pattern Miner,Split Retargeting Window,Google,GC_00000611,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0789,0.5490,Low,Pending Review,,,false,"[""sql:ad_performance_daily:1121"", ""rag:benchmark:6""]"
OPT_0000002461,CL_0050,2026-03-21 10:07:47,Pattern Miner,Reduce Budget,Meta,MC_00000605,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0698,0.7236,Low,Pending Review,,,false,"[""sql:ad_performance_daily:3943"", ""rag:benchmark:249""]"
OPT_0000002462,CL_0051,2026-05-30 07:15:34,Risk Guardrail,Reduce Budget,Meta,MC_00000617,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0552,0.8601,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:8722"", ""rag:benchmark:188""]"
OPT_0000002463,CL_0051,2026-04-14 09:02:41,Action Executor,Suppress Email Converters,Meta,MC_00000621,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0926,0.6911,Medium,Executed,auto_policy,0.1445,false,"[""sql:ad_performance_daily:1022"", ""rag:benchmark:122""]"
OPT_0000002464,CL_0051,2026-03-12 00:08:43,Recommendation Engine,Refresh Fatigued Audience,Meta,MC_00000620,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1251,0.7350,Medium,Executed,human_ops,0.1974,false,"[""sql:ad_performance_daily:2539"", ""rag:benchmark:448""]"
OPT_0000002465,CL_0051,2026-05-15 04:02:51,Pattern Miner,Exclude Recent Buyers,Google,GC_00000623,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0722,0.9314,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:7269"", ""rag:benchmark:342""]"
OPT_0000002466,CL_0051,2026-03-27 19:27:57,Risk Guardrail,Increase Budget,Meta,MC_00000620,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0501,0.4130,Medium,Executed,client_admin,0.1133,false,"[""sql:ad_performance_daily:3262"", ""rag:benchmark:422""]"
OPT_0000002467,CL_0051,2026-04-25 14:40:49,Pattern Miner,Reduce Budget,Meta,MC_00000617,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1775,0.6288,Low,Approved,auto_policy,,false,"[""sql:ad_performance_daily:6358"", ""rag:benchmark:233""]"
OPT_0000002468,CL_0051,2026-04-16 00:49:50,Data Scout,Exclude Recent Buyers,Meta,MC_00000615,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1019,0.7525,Low,Approved,client_admin,,false,"[""sql:ad_performance_daily:1713"", ""rag:benchmark:86""]"
OPT_0000002469,CL_0051,2026-05-14 06:54:59,Action Executor,Split Retargeting Window,Meta,MC_00000621,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1629,0.6495,Medium,Executed,,0.2407,false,"[""sql:ad_performance_daily:7838"", ""rag:benchmark:135""]"
OPT_0000002470,CL_0051,2026-03-12 16:11:30,Action Executor,Refresh Fatigued Audience,Google,GC_00000628,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1353,0.9578,Low,Executed,auto_policy,0.2002,false,"[""sql:ad_performance_daily:8464"", ""rag:benchmark:448""]"
OPT_0000002471,CL_0051,2026-03-30 00:36:01,Action Executor,Refresh Fatigued Audience,Google,GC_00000628,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0503,0.6862,Medium,Approved,human_ops,,false,"[""sql:ad_performance_daily:7263"", ""rag:benchmark:158""]"
OPT_0000002472,CL_0051,2026-03-17 07:42:57,Action Executor,Reduce Budget,Google,GC_00000627,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1568,0.7584,High,Executed,client_admin,0.0835,false,"[""sql:ad_performance_daily:7834"", ""rag:benchmark:138""]"
OPT_0000002473,CL_0051,2026-05-31 18:12:37,Pattern Miner,Pause Low ROAS Adset,Google,GC_00000628,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1350,0.7812,High,Executed,,0.1179,false,"[""sql:ad_performance_daily:3811"", ""rag:benchmark:6""]"
OPT_0000002474,CL_0051,2026-04-27 07:36:37,Action Executor,Increase Budget,Meta,MC_00000621,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1414,0.6060,High,Executed,human_ops,0.1633,false,"[""sql:ad_performance_daily:6299"", ""rag:benchmark:17""]"
OPT_0000002475,CL_0051,2026-04-20 14:55:42,Data Scout,Tighten Brand Search Exclusions,Google,GC_00000627,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1655,0.8054,Medium,Executed,human_ops,0.2094,false,"[""sql:ad_performance_daily:6410"", ""rag:benchmark:496""]"
OPT_0000002476,CL_0051,2026-05-20 09:42:12,Action Executor,Increase Budget,Meta,MC_00000617,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0616,0.8267,Medium,Rolled Back,,0.0694,true,"[""sql:ad_performance_daily:4239"", ""rag:benchmark:375""]"
OPT_0000002477,CL_0051,2026-06-01 11:40:54,Recommendation Engine,Suppress Email Converters,Meta,MC_00000618,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1390,0.6793,Low,Executed,auto_policy,0.1018,false,"[""sql:ad_performance_daily:2940"", ""rag:benchmark:318""]"
OPT_0000002478,CL_0051,2026-03-22 19:49:58,Risk Guardrail,Pause Low ROAS Adset,Google,GC_00000625,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1084,0.7206,Medium,Generated,,,false,"[""sql:ad_performance_daily:5856"", ""rag:benchmark:265""]"
OPT_0000002479,CL_0051,2026-05-16 12:08:10,Recommendation Engine,Create Lookalike from High LTV,Google,GC_00000627,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0795,0.8030,Low,Executed,,0.1031,false,"[""sql:ad_performance_daily:4161"", ""rag:benchmark:157""]"
OPT_0000002480,CL_0051,2026-05-23 03:24:38,Pattern Miner,Increase Budget,Meta,MC_00000616,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1082,0.8011,Low,Executed,client_admin,0.1411,false,"[""sql:ad_performance_daily:5141"", ""rag:benchmark:95""]"
OPT_0000002481,CL_0051,2026-05-31 00:42:52,Action Executor,Split Retargeting Window,Meta,MC_00000619,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1369,0.5483,Low,Executed,human_ops,0.0801,false,"[""sql:ad_performance_daily:5281"", ""rag:benchmark:26""]"
OPT_0000002482,CL_0051,2026-04-17 10:29:53,Action Executor,Tighten Brand Search Exclusions,Google,GC_00000624,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0816,0.6445,Low,Executed,,0.1592,false,"[""sql:ad_performance_daily:5614"", ""rag:benchmark:269""]"
OPT_0000002483,CL_0051,2026-05-09 19:16:56,Risk Guardrail,Pause Low ROAS Adset,Meta,MC_00000616,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1050,0.8987,Low,Executed,client_admin,0.1095,false,"[""sql:ad_performance_daily:9202"", ""rag:benchmark:250""]"
OPT_0000002484,CL_0051,2026-05-11 02:04:10,Recommendation Engine,Pause Low ROAS Adset,Meta,MC_00000615,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1395,0.8686,Low,Executed,client_admin,0.1474,false,"[""sql:ad_performance_daily:3756"", ""rag:benchmark:413""]"
OPT_0000002485,CL_0051,2026-04-06 03:02:06,Pattern Miner,Suppress Email Converters,Meta,MC_00000615,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0382,0.6968,High,Generated,,,false,"[""sql:ad_performance_daily:9913"", ""rag:benchmark:140""]"
OPT_0000002486,CL_0051,2026-04-05 08:30:54,Recommendation Engine,Tighten Brand Search Exclusions,Meta,MC_00000619,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0559,0.6406,Low,Executed,human_ops,0.0925,false,"[""sql:ad_performance_daily:6538"", ""rag:benchmark:254""]"
OPT_0000002487,CL_0051,2026-06-08 23:56:29,Action Executor,Exclude Recent Buyers,Google,GC_00000626,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1482,0.7060,High,Generated,,,false,"[""sql:ad_performance_daily:2686"", ""rag:benchmark:191""]"
OPT_0000002488,CL_0051,2026-06-05 01:35:26,Recommendation Engine,Pause Low ROAS Adset,Meta,MC_00000619,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1366,0.3914,Medium,Executed,human_ops,0.1641,false,"[""sql:ad_performance_daily:2074"", ""rag:benchmark:106""]"
OPT_0000002489,CL_0051,2026-04-20 23:38:56,Recommendation Engine,Exclude Recent Buyers,Meta,MC_00000615,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1134,0.7702,Medium,Rolled Back,,0.1302,true,"[""sql:ad_performance_daily:6263"", ""rag:benchmark:369""]"
OPT_0000002490,CL_0051,2026-04-20 12:32:16,Data Scout,Create Lookalike from High LTV,Meta,MC_00000618,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0937,0.5296,High,Executed,auto_policy,0.0506,false,"[""sql:ad_performance_daily:9663"", ""rag:benchmark:374""]"
OPT_0000002491,CL_0051,2026-04-15 22:16:13,Recommendation Engine,Refresh Fatigued Audience,Meta,MC_00000617,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0981,0.7338,Low,Pending Review,,,false,"[""sql:ad_performance_daily:7766"", ""rag:benchmark:312""]"
OPT_0000002492,CL_0051,2026-05-22 00:08:18,Recommendation Engine,Create Lookalike from High LTV,Google,GC_00000624,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1643,0.6571,Medium,Executed,client_admin,0.2045,false,"[""sql:ad_performance_daily:9254"", ""rag:benchmark:140""]"
OPT_0000002493,CL_0051,2026-04-15 11:29:09,Recommendation Engine,Fix Tracking Gap,Meta,MC_00000622,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1725,0.6863,Medium,Executed,human_ops,0.1605,false,"[""sql:ad_performance_daily:6228"", ""rag:benchmark:90""]"
OPT_0000002494,CL_0051,2026-06-05 21:44:37,Action Executor,Split Retargeting Window,Google,GC_00000627,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0610,0.8263,Medium,Generated,,,false,"[""sql:ad_performance_daily:5640"", ""rag:benchmark:177""]"
OPT_0000002495,CL_0051,2026-03-31 18:15:34,Action Executor,Create Lookalike from High LTV,Google,GC_00000628,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0866,0.8951,Medium,Executed,human_ops,0.1665,false,"[""sql:ad_performance_daily:4008"", ""rag:benchmark:64""]"
OPT_0000002496,CL_0051,2026-05-14 07:34:45,Data Scout,Refresh Fatigued Audience,Google,GC_00000623,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1171,0.6517,Medium,Executed,human_ops,0.1242,false,"[""sql:ad_performance_daily:8461"", ""rag:benchmark:246""]"
OPT_0000002497,CL_0051,2026-06-02 05:47:24,Action Executor,Pause Low ROAS Adset,Meta,MC_00000615,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0381,0.6277,Low,Pending Review,,,false,"[""sql:ad_performance_daily:9028"", ""rag:benchmark:332""]"
OPT_0000002498,CL_0052,2026-05-20 13:04:31,Action Executor,Pause Low ROAS Adset,Meta,MC_00000633,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1568,0.9163,Low,Executed,auto_policy,0.2071,false,"[""sql:ad_performance_daily:8812"", ""rag:benchmark:214""]"
OPT_0000002499,CL_0052,2026-03-14 09:47:33,Risk Guardrail,Pause Low ROAS Adset,Meta,MC_00000634,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0514,0.7755,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:2977"", ""rag:benchmark:198""]"
